id,author,rating,content,review_time,country,version,game_cd
review-2635265,5LmU5oGp55qE56aP5a6J,3,5aSW5Zu95Lq6P+S4jeWtmOWcqOeahO+8jOaVtOS4quS4lueVjOmDveaYr+S4reWbveS6uuWcqOmqguS4reWbveS6ug==,2017-07-17 15:28:42,cn,0.0.78,1012
review-2635076,5rW35a6d,5,6L+Z5ri45oiP5LiN6ZSZNjY2Ng==,2017-07-17 15:02:04,cn,0.0.78,1012
review-2634922,5omL5py655So5oi3NDA2MDc=,5,6L+Z5ri45oiP5aW9546p5ZCX77yf,2017-07-17 14:52:00,cn,0.0.78,1012
review-2634747,5pel5Ye655qE5aSq6Ziz,3,5LiA6Iis6Iis5ZWm77yB,2017-07-17 14:38:56,cn,0.0.78,1012
review-2634722,7LKr64iI,5,7LKr64iI7LKr64iIZ29vZA==,2017-07-17 14:37:27,cn,0.0.78,1012
review-2634546,55m96YeR5LmL5pif,5,5oiR5pOmfuaIkeS4jeW+l+S4jeWQkOanveS4i37ov5nlrrbnmoTop4bpopHlgZrkuobnnJ/lkIp+fg==,2017-07-17 14:23:42,cn,0.0.78,1012
review-2634444,56ys5LiA5Z6L6auY5paH,3,6L+Z5ri45oiP5YW25a6e6L+Y5Y+v5Lul77yM5L2g5pyA5aW95LiN6KaB6L+b5Y67546p77yM5Y+q5piv5aSq5p6B56uv77yM5L2g546p5LqG5peg6Z2e5bCxMuenjeS6uu+8jOS4gOenjeaYr+WFheWAvOeahO+8jOi/mOacieS4gOenjeaYr+mqguS7lueahO+8jOS5n+acieWPr+iDveS9oOWPiOWFheWAvOS6huWPiOmqguS7luS6huOAgg==,2017-07-17 14:15:30,cn,0.0.78,1012
review-2634251,57Sr5qKm5oGL,5,6L+Y5rKh5LiK5Lit5Zu95Yy655qE5pe25YCZ77yM5oiR5Y67546p6L+H77yM5b2T5pe26L+Y5ZKM5LuW5Lus5YWs5Y+455qE5Lq66IGK6L+H77yM5Y+q5piv6ICB5p2/55CG5b+15pyJ6Zeu6aKY772e772e5LiN5piv5oOz5YGa5ri45oiP77yM5Y+q5piv5Li65LqG5LiK5biC55qE5LiA5Liq5YWs5Y+4772e772e5ZG15ZG15ZOS772e5omA5Lul77yM5L2g5Y+R546w6L+Q6JCl5rKh57uP6aqM77yM5Lmf5rKh5Lq65Li65LuW5Lus6K+06K+d772e772e,2017-07-17 14:03:15,cn,0.0.78,1012
review-2634187,44K35rWB5bm054Gs5rOj5aSP,5,5Lmf5piv5LiA5a626ICB54mM5YWs5Y+45LqG77yM5LiN6KaB5YGa6Ieq5bex5LiN5pOF6ZW/5YGa55qE5LqL5oOF772e772e,2017-07-17 13:59:15,cn,0.0.78,1012
review-2633607,SGl+IG8oKu+/o+KWve+/oyop44OW,5,5oiR5Zyo5peg5oSP6Ze055yL5Yiw5LqG6L+Z5Liq5ri45oiP77yM5oqx552A5aW95aWH55qE5b+D5oCB546p5LqG546p77yM5Y+R546w6L+Z5Liq5ri45oiP5LiN6ZSZ5ZWK77yM5oy65aW9546p55qE77yM5LiN6L+H5oiR6YGH5Yiw5LqG5LiA5Liq6Zeu6aKY,2017-07-17 13:21:44,cn,0.0.78,1012
review-2633466,S3lyb3PCsA==,3,5oiR55qE5pi+56S65b6u5L+h6LSm5Y+35peg5rOV55m76ZmG77yM57uR5a6a5pe25pi+56S65b6u5L+h6LSm5Y+355m76ZmG5aSx6LSl77yM5Y+q6IO955So5pys5Zyw6LSm5oi355m76ZmG77yM5rGC6Kej562U,2017-07-17 13:10:56,cn,0.0.78,1012
review-2632870,546p6L2s5L+h6ZizLeeOi+S8oOePgg==,5,NjY2NjY2Ng==,2017-07-17 12:31:55,cn,0.0.78,1012
review-2632716,5pyo6auY,5,5LiN6ZSZ77yM6L+Y5Y+v5Lul5LiA546p,2017-07-17 12:21:37,cn,0.0.78,1012
review-2567178,5aSn5L6g54ix5ZCD5rGJ5aCh5YyF,2,5omN5byA5aeL546p5YS/77yM5YWI6K+V6K+V,2017-07-17 12:15:25,cn,0.0.78,1012
review-2632389,8J+SpeeLrOecvPCfkZHph5HmnKjnoJTwn5Sr,5,5ZOI5ZOI77yM5aW9546p5ZWK,2017-07-17 11:58:26,cn,0.0.78,1012
review-2632355,V09MRuS4tkJPWQ==,5,6L+Z5Liq5ri45Lya546p,2017-07-17 11:55:49,cn,0.0.78,1012
review-2631874,6Zey55S7,5,562W55Wl5ri45oiP77yf77yB77yf77yB77yf77yB77yf77yB77yf77yB,2017-07-17 11:19:14,cn,0.0.78,1012
review-2631815,5b+Y5bed5Li25bK4,5,5a+55b6X6LW34oCc562W55Wl4oCd5Lik5Liq5a2X77yf,2017-07-17 11:14:32,cn,0.0.78,1012
review-2630855,56ys4pGo5L2/5b6S,3,5piO5piO5piv5piv5ou85rCq5ri45oiP77yM5bCx566X5L2g5LuO5bCP54af6K+G44CK5a2Z5a2Q5YW15rOV44CL77yM5pm65ZWG54iG6KGo77yM57K+6YCa5ZCE56eN562W55Wl5ri45oiP77yM54S25bm25Y2177yM5Zyf6LGq6L+Y5piv5Lya5oqK5L2g55qE5p2R5bqE5b2T5oiQ5Zu96Laz55CD6Zeo6ZqP5L6/6L+b5Ye6772h4peV4oC/4peV772hIO+8iOacieebn+WPi+S5n+ayoeWNteeUqO+8jOWcn+ixqui/m+aUu+S9oO+8jOWPqumcgOimgeeUqOaMh+WktOi9u+i9u+eCueWHu+WKoOmAn+aMiemSru+8jOWwseS8mueerOmXtOaKiuS9oOaSuOW5s++8jOi/meWwseaYr+etlueVpea4uOaIj++8iQ==,2017-07-17 09:52:24,cn,0.0.78,1012
review-2630612,QO+5j+OCtiAg4pyY,5,5bmz5rCR546p5a625Zyo6L+Z56eN5ri45oiP6YeM55qE5L2c55So5bCx5piv5o+Q6auY5Zyf6LGq546p5a6255qE6Laj5ZGz5oCn44CC,2017-07-17 09:25:39,cn,0.0.78,1012
review-2630210,Um9sbCBkaWFtZXRlcmA=,5,5L2g5Lul5Li65rCq6YeR5rCq5LqG5Yeg5Y2D5Yeg5LiH5bCx5Y+v5Lul5LqG5ZCX8J+ZguivpeiCnei/mOaYr+imgeiCneeahPCfmYPmnIvlj4vooqvmiZPkvaDluK7kuI3luK7vvJ/nm5/lj4vooqvmiZPluK7kuI3luK7vvIzogZTnm5/kuYvpl7TmnInnn5vnm77vvIzlr7nmlrnpg73kvJrlhYjmib7kvaDkuqTosIjvvIzkvaDnkIbkuI3nkIbvvIjmn5DmsKrkuozkuIfnmoTlnJ/osarmnIvlj4vkurLlj6PlgL7ov7DvvIzmirHmgKjogZTnm5/miJDlkZjnp6/mnoHmgKfkuI3pq5jvvIzmiZPotbfmnrbmnaXlhajpnaDku5bvvIzmlYzlr7npq5jmiJjov5vmlLvvvIzoi6XkuI3lnKjnur/vvIzogZTnm5/njqnlrrbpg73kvJrnur/kuIvmiZPnlLXor53pgJrnn6Xku5bwn5iR77yJ,2017-07-17 08:36:52,cn,0.0.78,1012
review-2630175,6K+35Y+r5oiR5rWq6aOe,5,5LyY54K577ya5Y2B5YiG55yf5a6e77yM5q+V56uf546w5a6e5oiY5LqJ5bCx5piv5LiA5Zy654On6ZKx5q+U5ou857uP5rWO55qE5ri45oiP77yM6L+Z5qy+5ri45oiP5YGa55qE5reL5ryT57K+6Ie044CC5rKh6ZKx6L+Y5oOz5omT6L+H5pyJ6ZKx55qE77yf77yB5YGa5qKm5ZCn77yB,2017-07-17 08:32:11,cn,0.0.78,1012
review-2630016,5Lmg5oOv5pyJ6KKu44G/44CB,5,NjY2NjY2Ng==,2017-07-17 08:06:22,cn,0.0.78,1012
review-2629553,5Y+25L+u,5,5Yay552A5Zu96ZmF5YWs6aKR6IGK5aSp55qE57uZ5Liq6LWe,2017-07-17 05:48:55,cn,0.0.78,1012
review-2627833,Ye+8h+OCng==,5,5LiN5piv5oiR5Zac5qyi55qE57G75Z6LIOS9huaYr+a4uOaIj+S4jemUmQ==,2017-07-16 23:41:25,cn,0.0.78,1012
review-2627686,6LS16ay8,5,56ys5LiA5qyh546p5oSf6KeJ6L+Y5LiN6ZSZ,2017-07-16 23:29:47,cn,0.0.78,1012
review-2627206,QmUuTS5XLkY=,5,55yf55qE5b6I5aW96ICNICAg54m55Yir5Zac5qyi6L+Z56eN57uP6JCl5qih5oufIOW4puWFtSDnsbvnmoTmuLjmiI8=,2017-07-16 22:53:43,cn,0.0.78,1012
review-2625818,57uD5LiK5YmR,5,NjY2NjY2,2017-07-16 21:15:44,cn,0.0.78,1012
review-2625473,WUU=,5,5b6I5aW9546p77yM5L2G6KaB5YWF5b6I5aSa5b6I5aSa57q/77yM5omA5Lul6ZyA6KaB5L2g5pyJ56iz5a6a5bel5L2c5YaN546p5ZCn77yB,2017-07-16 20:51:27,cn,0.0.78,1012
review-2625097,TGhnTGhn,5,5LmL5YmN5Zyo5bm/5ZGK5LiK55yL5Yiw77yM5rKh5oOz5Yiw5Lya55m75LiKVGFwVGFw77yM8J+Mmg==,2017-07-16 20:21:31,cn,0.0.78,1012
review-2624826,RC5Pbmx5b25l,5,5LiN6ZSZ55qE5ri45oiP,2017-07-16 20:00:35,cn,0.0.78,1012
review-2624800,5Zac5qyi,5,5oy65aW955qE77yM5Yqg5rK5,2017-07-16 19:58:30,cn,0.0.78,1012
review-2623300,ZXN0YXIu5qKm,5,5q+P5aSp6YO95Lya5pyJ5pel5pys5ZKM5Lit5Zu95pKV6LW35p2l77yM5piO5piO5Yi35a2Y5Zyo55qE77yM5oC75pyJ5Lq65Lya6KKr5bim6IqC5aWP44CC5ri45oiP6L+Y5piv5LiN6ZSZ55qE77yM5L2G546p5ri45oiP55qE5Lq65biM5pyb5LiN6KKr6L275piT5bim6L+b5Y676IqC5aWP,2017-07-16 18:08:29,cn,0.0.78,1012
review-2622659,4pyOIO+5j1dhaXRpbmcuV3U=,4,5peg6IGK5omT5Y+R5pe26Ze06L+Y5piv5Y+v5Lul55qE5Zib,2017-07-16 17:22:39,cn,0.0.78,1012
review-2622573,5LiA57yV6Ziz5YWJ44CB5riy5p+T5pW05Liq5LiW55WM,5,5LiN6ZSZ77yM6Juu5aW9546p55qE,2017-07-16 17:15:18,cn,0.0.78,1012
review-2622294,5aKo6Imy5qC86LCD,4,5pqC5pe26L+Y5Y+v5Lul44CC,2017-07-16 16:57:16,cn,0.0.78,1012
review-2622146,55uW5LiW44CC,5,6Z2e5bi45aW9546p77yB,2017-07-16 16:47:35,cn,0.0.78,1012
review-2621947,5aW9546p5LiN6L+H5auC5a2Q,5,5b6I5aW955qE5ri45oiP,2017-07-16 16:34:19,cn,0.0.78,1012
review-2621436,5Zue5b+G,5,aGVuaGFvd2Fu,2017-07-16 16:01:05,cn,0.0.78,1012
review-2621186,5ryg,5,5Yia5Yia546pICAg5oSf6KeJ6L+Y5Y+v5Lul,2017-07-16 15:46:45,cn,0.0.78,1012
review-2620990,54Gr54KO54Sx54ea,5,aGVuaGFv,2017-07-16 15:33:51,cn,0.0.78,1012
review-2620585,6aKo5YWu54Sh5oa2,5,5b6I5aW9546p77yM5pyJ5oSP5oCd,2017-07-16 15:03:24,cn,0.0.78,1012
review-2619900,5omL5py655So5oi3NjEyMDg=,5,5ri45oiP5b6IT0s=,2017-07-16 14:21:24,cn,0.0.78,1012
review-2619877,5omL5py655So5oi3NjEyMDE=,5,6Z2e5bi45LiN6ZSZ77yM5b6I5Zac5qyi,2017-07-16 14:20:05,cn,0.0.78,1012
review-2619191,5Lqu,5,5Yia5o6l6Kem77yM5LiN5aW96K+0,2017-07-16 13:33:02,cn,0.0.78,1012
review-2618457,R2FsYVh55Li25oGL5qyj,5,5oSf6KeJ6L+Y5LiN6ZSZ77yM6L+Z56eN5ri45oiP6L+Y5rKh5oCO5LmI546p6L+H,2017-07-16 12:41:57,cn,0.0.78,1012
review-2618434,6b6Z44GM5oiR44GM5pWM44KS5Zaw44KJ44GG,4,5b6I5pyJ5oSP5oCd55qE5LiA5qy+5ri45oiP,2017-07-16 12:40:20,cn,0.0.78,1012
review-2618062,44CO5aSn55m944CP,5,56Gu5a6e5b6I5qOSIOaIkeW+iOa7oeaEjyDluIzmnJvku6XlkI7mm7Tlpb0=,2017-07-16 12:12:53,cn,0.0.78,1012
review-2617417,Q3Jhenk=,5,5Yid5q2l6K+V546p77yM77yM5oSf6KeJ6L+Y5LiN6ZSZ,2017-07-16 11:22:41,cn,0.0.78,1012
review-2616681,5omL5py655So5oi3NTk3ODY=,5,5ri45oiP6L+Y5LiN6ZSZ,2017-07-16 10:27:50,cn,0.0.78,1012
review-2615149,6aqR5aOr5bm75oOz5aSc,4,6L+Z5ri45oiP5b6I5aW9546p77yM5oiR5biM5pyb6IO95Ye65oiY5paX55S76Z2i77yM6YKj5qC35byP5omT5rOV5Lmf5aSq5peg6IGK5LqG8J+Ygu+8jOaImOaWl+aXtuWAmeiDveeci+inhumikeWkmuWlveWViu+8jOS5n+iDveeci+eci+S7luS7rOaAjuS5iOaJk+eahPCfkY/wn5GP8J+Rj/CfkY/wn5GP8J+Rj/CfkY/wn5GP8J+Rj/CfkY/wn5GP8J+Rj/CfkY/wn5GP8J+Rj/CfkY/wn5GP8J+Rj/CfkY/wn5GP8J+Rj/CfkY/wn5GP8J+Rj/CfkY/wn5GP8J+Rj/CfkY/wn5GP8J+Yuw==,2017-07-16 07:48:54,cn,0.0.78,1012
review-2614690,5aWl5Yip57uZ5ZWK,5,5ri45oiP5b6I5aW9546p,2017-07-16 05:21:35,cn,0.0.78,1012
review-2614578,YmVhdXRpZnVs,5,5ri45oiP5b6I5LiN6ZSZ77yM6a2U5oCn55qEQkdN5ZKM6YWN6Z+z77yB57uZ5LqU5pif,2017-07-16 04:12:16,cn,0.0.78,1012
review-2614515,5rSL,4,55S76Z2i6L6D5aW977yM5oiR5Lmf5piv5Yia5Yia5byA5aeL546p77yM5L2G5oSf6KeJ5ZKM5YW25LuW6L+Z5qC355qE5ri45oiP5LiN5ZCM5oiR44CC57uZ5oiR5b6I5aSn5L+h5b+D5Y67546p5aW95LuW,2017-07-16 03:49:03,cn,0.0.78,1012
review-2614315,QA==,5,55S75oSf5b6I5aW9ICAg5pW05L2T5LiN6ZSZ,2017-07-16 02:45:49,cn,0.0.78,1012
review-2613396,ypXigKLNocyr4oCi4L28ypTigKLNocyr4oCi4L27ypQ=,4,5aW9546p44CC5Yqg5LqG6IGU55uf5ZKM5LiA5aCG5Lq65LiA6LW35omT5Lmf5b6IaW50ZXJlc3RpbmfjgILkvYbmmK/noa7lrp7mmK/kuKrmsKrph5HmuLjmiI/msqHplJk=,2017-07-16 00:19:59,cn,0.0.78,1012
review-2612467,WWFzbWluZQ==,5,5ri45oiP55S76LSo5b6I5aW977yM5Yia5byA5aeL546p77yM5oSf6KeJ5LiN6ZSZ44CC,2017-07-15 23:08:58,cn,0.0.78,1012
review-2612343,5omL5py655So5oi3NTgxOTA=,5,6L+Z5Liq5ri45oiP5b6I5qOS77yM55S76Z2i5b6I57K+6Ie077yM546p55qE5LiN5Lqm5LmQ5LmO,2017-07-15 23:01:47,cn,0.0.78,1012
review-2610968,5py057Sg55qE5b6u56yR,5,5ri45oiP5b6I5LiN6ZSZ77yM5L2G5a2Y5Zyo5bqU6K+l5b6I6Ie05ZG955qE6Zeu6aKY77yM5omT5Liq5q+U5pa55LiA5Liq5oiY5paX5YqbMjDkuIfnmoTlj6/ku6XmiZMxMOS4queUmuiHs+abtOWkmu+8jOaJgOS7peS6uuaVsOWujOWFqOayoeS6hueUqOWkhO+8jOWwseWDj+eOsOWcqOeahOiAgeeCru+8jOWwseeul+WFqOacjeeahOS6uuWFqOWOu+aJk+S7lu+8jOS5n+S4gOWumuS8muiiq+S7luS4gOS4quS6uuaJk+eIhu+8jOi/meWwseWvvOiHtOS6huaImOaWl+WKm+mrmOeahOWujOWFqOeivuWOi+aImOaWl+WKm+S9jueahO+8jOaJgOS7pemXrumimOWwseWHuuadpeS6hu+8jOeOsOWcqOe7v+ebn+S4gOWutueLrOWkp++8jOe7v+ebn+S4reeahOafkOS6m+S6uuS4gOWutueLrOWkp++8jOS4uuS7lueLrOWwiu+8jOa4uOaIj+eahOWPr+eOqeaAp+WwsemZjeS9juS6huW+iOWkmu+8jOW4jOacm+WcqOi/meaWuemdouiDveaUuei/m+S4gOS4iw==,2017-07-15 21:36:15,cn,0.0.78,1012
review-2610717,5a2k6aOO,5,5LiN6ZSZ55qE5ri45oiP,2017-07-15 21:18:58,cn,0.0.78,1012
review-2610422,MzjihIPmrKM=,5,NjY2NjY=,2017-07-15 20:57:07,cn,0.0.78,1012
review-2608842,5Ya36Imy6LCD5LiO6YeN5L2O6Z+z,5,6L+Y5LiN6ZSZ55qE5qC35a2Q,2017-07-15 19:16:29,cn,0.0.78,1012
review-2608594,6KaB5YOP5bCP5LiR5LiA5qC35b+r5LmQ,5,5aaC5p6c6IO95YOP5YWo6Z2i5oiY5LqJ5LiA5qC36IO95Y2z5L2/5o6n5Yi25Yab6Zif5bCx5aW95LqG,2017-07-15 19:02:25,cn,0.0.78,1012
review-2607994,5omL5py655So5oi3NTY1NTI=,5,5LiN6ZSZ5ZWK5b6I5aW9546p,2017-07-15 18:29:23,cn,0.0.78,1012
review-2607864,c29tZSBodW1hbg==,4,5oy65LiN6ZSZ55qE77yM5a655piT6K6p5Lq65LiK55i+44CC5L2G5oiR5Liq5Lq65LiN5aSq5Zac5qyi6L+Z5qC355qEVUnjgII=,2017-07-15 18:19:32,cn,0.0.78,1012
review-2607316,6buE6YC45LqR,4,6K+V5LiA6K+V5YaN6K+0,2017-07-15 17:43:59,cn,0.0.78,1012
review-2605441,5ZCb6I6r56yR,5,6L+Z5ri45oiP5Y+v5Lul55qE77yM5by654OI5o6o6I2Q5Y67546p,2017-07-15 15:54:26,cn,0.0.78,1012
review-2604991,4pmM,5,5LiN6ZSZ55qE5ri45oiP,2017-07-15 15:26:07,cn,0.0.78,1012
review-2604635,5Y+q5Zac5qyi5ZC05Yas5qKF4p2k4p2k4p2k,5,5LiA5qy+6Juu5LiN6ZSZ55qE5ri45oiP,2017-07-15 15:03:00,cn,0.0.78,1012
review-2604388,5Y2X6aOO,3,5YWF6ZKx6Zy45Yy655qE5aSq5aSa5LqG77yM5bmz5rCR546p5a625Lyk5LiN6LW35ZWK77yB,2017-07-15 14:46:56,cn,0.0.78,1012
review-2602697,5Y2X5pa5,5,5Y+v5Lul5rKh6Zeu6aKY,2017-07-15 13:07:34,cn,0.0.78,1012
review-2585817,5pe25YWJ5Y+r5oiR5Yir5Zue5aS0,3,5o6o6I2Q5YiX546L55qE57q35LqJ77ya6KW/6YOo5aSn6ZmG77yM5Li65LqG5ouv5pWR6KKr5rCq6YeR5aSn5L2s6IKb55qE5rKh5Yqb5rCU55qE6Ium6Zq+576k5LyX5byA55qE5pyN5Yqh5Zmo77yM55u45a+55bmz6KGh77yM5rCq6YeR55qE5LyY5Yq/5LiN5aSn77yI6Zmk6Z2e54m55pyJ6ZKx5aW95Yeg5L2N5pWw55qE6ZKx5b6A6YeM56C477yJ5LiN6L+H6L+Z5Liq5pyN5aSW5Zu95Lq65bGF5aSa,2017-07-15 12:02:15,cn,0.0.78,1012
review-2601416,5Yir6K+06K+d5Li25ZC75oiR,5,6Z2e5bi45aW955qE5LiA5qy+5ri45oiP77yB5pSv5oyB,2017-07-15 11:52:44,cn,0.0.78,1012
review-2600904,4py+IEZhbg==,5,6L+Z5Liq5ri45oiP5oy65aW9546p55qE77yM6ICQ546p5oCn5oy66auY44CC,2017-07-15 11:20:31,cn,0.0.78,1012
review-2597813,8J+SgPCfkoA=,5,5YaF6LSt5Zyo6YKj5LiL77yf,2017-07-15 03:02:31,cn,0.0.78,1012
review-2597316,5pyo6J6z,5,6L+Y6KGM5ZCn77yM5Y+v5Lul5ou/5p2l5omT5Y+R5pe26Ze0,2017-07-15 01:24:34,cn,0.0.78,1012
review-2596208,SGFu,3,NjY2NjY2NjY=,2017-07-14 23:34:58,cn,0.0.78,1012
review-2595429,5pys6K+l5aaC5q2k,5,NjY2NjY=,2017-07-14 22:35:58,cn,0.0.78,1012
review-2595081,5ZCD5ZGz55qE54yr,5,5Y+v6IO95piv5Zug5Li65oiR5piv5paw5Lq677yM5LiN5aSq5riF5qWa5ri45oiP5omA5pyJ55qE6KeE5YiZ44CC5oiR5oSf6KeJ6L+Z5Liq5ri45oiP5L2T6aqM5bm25rKh5pyJ6K+E6K666YKj5LmI5beu44CC5piv5Liq5YC85b6X546p55qE5ri45oiP77yM5pyA5ZCO5LqU5pif6YCB5LiK,2017-07-14 22:14:06,cn,0.0.78,1012
review-2595076,cXE3NDE3MDgyNzQ=,3,6L+Z5ri45oiP5bm/5ZGK5oiR546p5YW25LuW5Zu95aSW5ri45oiP5pe26YO955yL54OC5LqG,2017-07-14 22:13:57,cn,0.0.78,1012
review-2594388,5bCP5YyF5a2Q,5,5LiN6ZSZ77yM55S76aOO5Zac5qyi,2017-07-14 21:26:22,cn,0.0.78,1012
review-2590934,5pyb5pyI6Iie6Zuq,3,5Zac5qyi6L+Z56eN55S76LSo,2017-07-14 17:37:48,cn,0.0.78,1012
review-2590904,4pie5ZWl6YO95LiN55+l6YGT4pic,5,5b6I5aW9546p55qE5LiA5Liq5ri45oiP,2017-07-14 17:35:25,cn,0.0.78,1012
review-2590580,57ud5pyb5Li25bSp5rqD5Li25peg5Yqp,5,NeaYnzEwMOmSu+efsw==,2017-07-14 17:13:10,cn,0.0.78,1012
review-2590050,5pu55bCP5pON,5,5bu6562R5b6I6L+c5Y+k77yM5LiN6ZSZ,2017-07-14 16:41:05,cn,0.0.78,1012
review-2589932,TXIuIEw=,4,6Zmk5LqG55S76LSo5beu54K55YW25LuW5aW95YOP6YO95LiN5piv5b6I5aW9,2017-07-14 16:33:31,cn,0.0.78,1012
review-2589840,NzI5,5,5Y6f5p2l5LqU5pif5pyJ5aWW5Yqx,2017-07-14 16:27:19,cn,0.0.78,1012
review-2589182,6Zy46YGT44CB5piv5oiR55qE5Liq5oCn,4,8J+YgvCfmILliJrlvIDlp4vnjqnov5nmuLjmiI/lsLHnu7TmiqTkuoY=,2017-07-14 15:46:21,cn,0.0.78,1012
review-2589064,5YSN6LSU5Zi86b2N,5,6Ieq5bex5LiL6L29546p546p5ZCn,2017-07-14 15:39:16,cn,0.0.78,1012
review-2588605,QlM6LUQgU1M=,5,55yL5byA54K55b+r54K56Kej5Yaz,2017-07-14 15:06:17,cn,0.0.78,1012
review-2588428,5Y2B6YeM5rex5be355m+6YeM5qGD6Iqx,3,5ri45oiP6Jm954S25piv55So54OC55qE5aWX6Lev77yM5L2G6L+Y5piv5b6I5Zac5qyi6L+Z5qC355qE55S76aOO77yM5biM5pyb6IO95Z2a5oyB546p5LiL5Y67,2017-07-14 14:53:05,cn,0.0.78,1012
review-2586969,MTM1ODc5NjYwMDk=,5,5LiN6ZSZ77yM5LiW55WM5pyN,2017-07-14 13:19:33,cn,0.0.78,1012
review-2586727,6Iul5oSa,5,5LiN6ZSZ55qE5ri45oiP,2017-07-14 13:04:13,cn,0.0.78,1012
review-2586528,5omb5oqK5a2Q,5,5LiN6Iqx6ZKx5Lmf5b6I54mb6YC8,2017-07-14 12:51:10,cn,0.0.78,1012
review-2586520,56Kn5rW36JOd5aSp,5,6L+Y5piv5q+U6L6D5LiN6ZSZ55qE5ri45oiP,2017-07-14 12:50:43,cn,0.0.78,1012
review-2586372,MC4w,3,5bCB6Z2i5Yaw5rKz5LiW57qq6Lq65p6q,2017-07-14 12:40:53,cn,0.0.78,1012
review-2586294,5Zue6aaW5pe25YWJ,5,5LiN6ZSZ55qE5ri45oiP,2017-07-14 12:36:13,cn,0.0.78,1012
review-2585998,6ZqP5oCnaQ==,5,6L+Y6KGMOOi/mOWlveeahA==,2017-07-14 12:15:02,cn,0.0.78,1012
review-2585587,5q+B54Gt5a6H5a6Z55qE6Jab5LmL6LCm,5,5Za15Za15Za14oqZz4niipk=,2017-07-14 11:46:31,cn,0.0.78,1012
review-2585500,5rWq6KOh5YCL5rWq,5,5b6I5aW9546p55qE5ri45oiP,2017-07-14 11:41:12,cn,0.0.78,1012
review-2585347,57ud5b2x6ZqP6aOO,5,6L+Z5qy+5ri45oiP5b6I5LiN6ZSZ77yM5YC85b6X546p5LiA5LiL44CC,2017-07-14 11:30:54,cn,0.0.78,1012
review-2585299,5q+B5b+D5b6S,5,5LiN6ZSZ77yM5YC85b6X5LiA546p,2017-07-14 11:28:10,cn,0.0.78,1012
review-2585223,6K64wrfoqIDmraTlvbzmlrk=,5,5pyJ5Lqb5b6I5LiN6ZSZ44CC,2017-07-14 11:23:46,cn,0.0.78,1012
review-2585084,Q2hhbXBpb24=,5,5LiN6ZSZ5ZOm5pyJ54K55oSP5oCd5bCx5piv5Lq654mp55S76LSo5pyJ54K55Y+v5oCV,2017-07-14 11:16:06,cn,0.0.78,1012
review-2584761,4piG5byg5oGSKzI=,3,5LiJ5pif57uZ576O5pyvIOa4uOaIj+iuvuiuoeWeg+WcvuWIsOaBtuW/g+eDpuS6ug==,2017-07-14 10:55:43,cn,0.0.78,1012
review-2583444,5p2l5bm05Y+I5p2l5bm0,5,57uZ5oiR5LqU5pif77yM6YCB5Lic6KW/77yM5YW35L2T5YaN546p546p55yL,2017-07-14 08:48:42,cn,0.0.78,1012
review-2583027,R29vZCBuaWdodC4=,5,5q+U6L6D5aW9546p5ZCn,2017-07-14 07:46:11,cn,0.0.78,1012
review-2582976,MTM1MzY1NDY1NzM=,5,5Yia5Yia546p44CC5LqU5pif5pyJ5aWW5Yqx44CC44CC,2017-07-14 07:36:24,cn,0.0.78,1012
review-2582888,b2JzY2VuZSBvbGTCoGdlbg==,5,5YWF55S15a6d5LiN5piv,2017-07-14 07:19:01,cn,0.0.78,1012
review-2582743,5LiD5Lmd5LqM5LiA,5,5Li65LqG6YOo6JC977yB77yB77yB,2017-07-14 06:36:36,cn,0.0.78,1012
review-2581900,5bCQ44GN6YGg6bat5pu46YyrX+OBgg==,2,5L2c5q2755qE5oiR5p2l5Yiw5LiA5Yy677yM5omN5Y+R546w5peg5oiR56uL6ZSl5LmL5Zyw77yM6YO95pivUk1C546p5a6244CC5bu66K6u5Y675Liq5YGP5YO754K555qE5Yy644CC,2017-07-14 01:18:09,cn,0.0.78,1012
review-2581596,5omL5py655So5oi3NDYyMDE=,5,5aW9546p5aW9546p5aW9546p,2017-07-14 00:40:08,cn,0.0.78,1012
review-2581452,6ZqQ5a6F,4,6L+Z5Liq5ri45oiP77yM5oiQ5Yqf6K6p5oiR546p5LqG5LiA5Liq5pqR5YGH77yM5piO5piO6YKj5LmI5peg6IGK77yM5Y206K6p5Lq65b+N5LiN5L2P5oOz546p44CC,2017-07-14 00:26:37,cn,0.0.78,1012
review-2581344,6ICB5Lmh5byA6Zeo5ZWK77yM56S+5Yy66YCB5bi95a2Q55qE,5,5LiN6ZSZ77yM5Y+v5Lul5omT5Y+R5pe26Ze0,2017-07-14 00:16:54,cn,0.0.78,1012
review-2581318,5a+75om+5aSx6JC955qE54ix5oOF,5,5LiN6ZSZ55qE5ri45oiP,2017-07-14 00:14:19,cn,0.0.78,1012
review-2580827,5omL5py655So5oi3NDU4Nzg=,5,5aaC5p6c6YKj5Lik5Liq5a2X,2017-07-13 23:29:39,cn,0.0.78,1012
review-2580471,5qmZ6buEzrbml6fmoqblt7LpgJ3Otg==,5,6Z2e5bi45aW955qE5LiA5Liq5ri45oiP,2017-07-13 23:04:30,cn,0.0.78,1012
review-2580363,5LiN55+l54Gr6IW/,5,55S76aOO5b6I5Zac5qyi77yM546p5rOV5b6I5aSn5LyX5YyW,2017-07-13 22:56:39,cn,0.0.78,1012
